"title","authors","abstract"
"REDESIGNING THE LEARNING EXPERIENCE: ONE PROFESSOR’S EFFO2 RTS TO DEVELOP AN ACTIVE AND ENGAGING FIRST YEAR THERMODYNAMICS COURSE","Jillian Seniuk Cicek; Douglas Ruth; Sandra Ingram","Active learning is a pedagogicalmethodology that research has shown both engages andmotivates students. This paper reports on one professor’swork to infuse active learning into his first yearthermodynamics course. Based on the results of a pilotstudy aimed at exploring the use of active learning in afirst-year thermodynamics course to engage students andimprove their learning, a problem-solving learningapproach was designed for a subsequent offering of thecourse. Mini-lectures were interspersed with tutorials,and active learning and pedagogical tools and strategieswere employed with the intent to increase studentengagement and enhance learning. At the conclusion ofthis course, a student exit survey and a student focusgroup were conducted, and students’ course marks werecompared to their cumulative grade point averages toexamine their course performance. Findings showed thatstudents were engaged by the active learning design andevidence of learning was found. This is the second phaseof a practical action research study to turn a traditional,lecture-based course into an active learning arena forfirst year engineering students at the University ofManitoba."
"Influencing Factors Impacting Women to select Engineering- A Range of Perspectives","Maryam Moridnejad; Wendy Fox-Turnbull; Paul Docherty","To find solutions to complex problems, engineering practice needs to adapt and embrace diverse thinking. The lack of female participation in engineering fields, in the western world including New Zealand, at the tertiary education level (post secondary/high school level e.g., university, polytechnic, etc.) has been a barrier for diversity, equity and innovation in both the industry and academic professions. Non-diverse professions miss out valuable contributions and new ways of approaching problems that a varied workforce brings. New Zealand needs to mitigate the gender bias to ensure a diversity of skills and knowledge in the engineering profession is fostered. This paper presents findings from three studies as part of a larger research project aimed at investigating influencing factors that contribute to female participation in engineering studies at the tertiary level in New Zealand. In the three studies researchers explored student teachers, current polytechnic engineering students and high school students’ perceptions, experiences, and influences related to engineering.
The first study investigated future teachers of children aged 11-13 years perceptions of engineering and engineers. The second study investigated the impacts and influences that led domestic and international female engineering students choose the Civil Engineering programme at Waikato Institute of Technology (Wintec). The third study investigated the impacts and influences that led to Year 12 and 13 students to enrol in a trades engineering related course at Wintec. The three completed studies deployed qualitative research methods using focus group and individual interviews.
The first study found that participants held very strong stereotypical views about who engineers are and described them as: white, male, middle-aged, good at maths and science who may be antisocial, and that they design and build stuff while getting dirty. The second study found that barriers to selection of engineering for women include the school system; lack of career and subject choice guidance available to students at school, lack of promotion of the profession, and society’s perception of engineers as being masculine. The third study found that young women were exposed to strong stereotypical thinking and behaviours throughout their lives that could potentially steer them away from a career in engineering. Other barriers included a lack of timely, accurate career advice, outdated school facilities and inauthentic enactment of curriculum. However, exposure to positive role models and strong support networks, along with developing self-efficacy, assisted them to overcome these barriers enabling them to explore engineering as a potential career pathway.
Given the strong stereotypical views about engineering from future teachers, incorrect perceptions about engineering in society and lack of engineering career and subject choice guidance available to students at school, it is not surprising that there is a shortage of females entering engineering fields in New Zealand.&nbsp;"
"Building Engineering Identity Through Mentorship Vision Boards","Andrea Jonahs; Adama Olumo","Research on science identity, a framework outlining key dimensions that shape one’s sense of being a “science person” and thus persisting in STEM, ensures learning is not only meaningful but attentive to how identity is shaped, especially for those who experience oppression and exclusion in their STEM environments and worlds more broadly. However, few practical and flexible course interventions exist for bolstering science identity in the classroom. In this paper, we report on a novel intervention to build engineering identity in first-year students: The Mentorship Vision Board (MVB). This paper adopts a thematic analysis to identify salient themes in students' written reflections about their MVB. Our results suggest that the MVB nurtures engineering identity by giving students an active role in carving out a material and conceptual space to reflect on who they are, underscoring the value of reflective writing and arts- based pedagogy in technical fields."
"Charting the Course for Gender Equity: Intersectional Insights from Female Graduate Students in Engineering","Najme Kishani; Jason Bazylak; Aimy Bazylak","Background: Despite continuous initiatives to support women in engineering, there is a critical gap in research and practice in engineering graduate studies. Purpose: This study explores the challenges and supports impacting women’s decision to pursue engineering graduate studies. Framework and Methodology: We interviewed female engineering graduate students at a research-based university in Canada. We employed the Gender@Work Framework (GWF) to explore the factors affecting women’s pursuit of graduate degrees. Findings: The findings underscore the complex landscape female graduate students navigate in engineering, encompassing knowledge and awareness, access to resources and opportunities, institutional policies and regulations, and cultural norms and deep structures dimensions. Conclusion: This study offers valuable insights into the various factors influencing participants’ decision to pursue graduate studies in engineering, which varied across their intersectional demographic and education backgrounds. These factors can inform the development and implementation of policies and practices, responsive to the different needs of students."
"USING INDIVIDUAL-BASED MODELING TO BETTER UNDERSTAND THE HIDDEN CURRICULUM OF ENGINEERING","Robyn  Paul; Laleh  Behjat; Robert  Brennan","Engineering culture perpetuates norms that are unwelcoming to minoritized identities, particularlywomen and racialized folks. A theory useful for understanding this is “hidden curriculum” whichdescribes the assumptions and beliefs that are unintentionally and implicitly taught in engineeringeducation. This paper outlines an initial conceptual model for using IBM (individual-based modeling) to better understand the hidden curriculum of engineering. We provide an overview of the driving question behind the model design, the agents and their attributes, the rules andprocesses which change these attributes, and the scale of the model. This overview of the model building process provides insight into the model design for simulating and better understanding the perpetuation of the hidden curriculum within engineering education."
"Commentary on the design of an alumni survey that investigates the relationships between undergraduate experiences and lifelong learning","Nikita Dawe; Amy Bilton; Lisa Romkey","Lifelong learning is essential for engineering students and practicing engineers but challenging to teach, assess, and measure as a graduate attribute. This paper reports on the development of an alumni survey that measures the long-term impacts of undergraduate curricular experiences for lifelong learning across a diversity of alumni career trajectories to help undergraduate engineering programs learn about their long-term impacts and make strategic improvements. The survey presents a novel method for characterizing alumni career trajectories in terms of career transitions and the relatedness of alumni career activities to their undergraduate programs. Items probe specific dimensions of lifelong learning motivations and strategies and allow for the bivariate analysis of relationships between these variables, career factors, and undergraduate experiences. Combining items into scales proves to be challenging due to the variability in alumni characteristics and experiences. Future research should investigate how engineering students and alumni are motivated by a combination of intrinsic and extrinsic factors, and what implications these tendencies have for their career development and ongoing learning."
"UNLEASHING KNOWLEDGE CREATION AND SHARING IN A REFLECTIVE OPEN EDUCATION","Riadh Habash","The volume of knowledge that engineers are collectively called upon to know is increasing far more rapidly than the capability of engineering curricula to cover it. This reality necessitates rethinking a learner-centered pedagogy by moving from acquisition and possession of knowledge to creation of knowledge, which comes about through reflection, sharing, and interaction in an active learning environment. This paper explores such pedagogy of blended learning that may contribute to the development and mastery of competencies and advance the quality of engineering education. This pedagogy is based on the knowledge creation framework of “acquire-reflect-share-apply” to boost students’ creativity and innovation in two engineering disciplines (Electrical and Mechanical) at the University of Ottawa. Peer evaluation and questionnaire were administered to measure the effectiveness of reflection practice to students’ learning. Presented also are two open educational resources (g9toengineering.com; greenengineers.ca) developed by the author as an online model to enable knowledge sharing and transfer."
"A collaborative autoethnographic analysis of industry-academia collaboration for software engineering education development","Emily Marasco; Ann Barcomb; Gloria Dwomoh; Daniel Eguia; Abbas Jaffary; Garth Johnson; Lance Leonard; Ryan Shupe","As engineering educators seek to prepare students for future careers, it can be challenging to keep course materials current with industry practices and knowledge. Students also often experience a disconnect between their studies and perceived relevance to future industry roles. This study examines the potential impact of an industry-academia collaboration on the development and improvement of software engineering education while addressing these issues. A collaborative autoethnographic approach is used to concurrently analyze the experiences of both industry and academic participants in the collaboration. Common themes across the collected personal reflections show that varied benefits were experienced by all stakeholders while contributing to an improved student experience."
"ENGINEERING EDUCATION IN CANADA IN THE WAKE OF COVID-19 PANDEMIC","A.  Hosseini; S.  Koohi-Fayegh","In this article, a number of difficulties faced in research, teaching and learning by engineeringinstructors, researchers, students and administrative staff in the universities in Canada during the COVID-19 pandemic are discussed. A few solutions, such as use of a sample online assessment tool, that might aid in better delivery of engineering courses are provided. The effectiveness of such solutions devised for short-term use and their applicability in the longer-term online teachingare discussed. Special focus is given to engineering education due to the special standards of course delivery and assessment required by the Engineers Canada and Canadian Engineering Accreditation Board."
"The Evolution of an Undergraduate Course in Engineering and Social Justice","Mikhail Burke; Peter Weiss; Fawzi Ammache; Saskia van Beers","In recent years, core and elective engineering courses have been developed which address broader social and humanities considerations. The purpose of this Engineering &amp; Social Justice (ESJ) course is to build an understanding of the relationships among engineering (process &amp; outcomes) and the social, cultural, economic and environmental conditions of society. This course (in its sixth year) leverages facilitated group discussions based on materials drawn from readings, videos and case studies to frame various social concepts and how they may influence engineering (education) and vice versa. The course was framed as a humanities-oriented course designed for engineering students to take. Positive feedback previous student included students feeling like they truly had a voice in the classroom and empowered them to be able to structure and communicate their positions at the intersection of social justice. Future iterations of the course could consider more guest lecturers and multiple modalities for course engagement."
"TEACHING CIVIL ENGINEERING DESIGN USING PROJECT-ORIENTED INDUSTRY DRIVEN CAPSTONE COURSES","Waddah Akili","Teaching civil engineering design through senior projects or capstone design courses, with industry involvement and support, has increased in recent years. The general trend toward increasing the design component in engineering curricula is part of an effort to better prepare graduates for engineering practice. While some design projects are still of the &ldquo;made up&rdquo; type carried out by individual students, the vast majority of projects today deal with &ldquo;real-world problems&rdquo; and are usually conducted by student teams. The paper begins first by briefly reviewing the design as a &ldquo;thought&rdquo; process, focusing on several dimensions of &ldquo;design thinking&rdquo; and how &ldquo;design thinking&rdquo; skills are acquired. Second, the paper reports on the development, implementation, and subsequent evaluation of a senior design course at an international university, where practitioners have played a major role in planning and teaching the capstone course. The new, restructured design course, co-taught by practitioners from the Region, has met its declared objectives and exposed students to professional practice. This industry-driven experience has also provided information with regard to curricular content and capabilities of departmental graduates. In a way, the capstone experience reported on in this paper, serves as a microcosm of the four year program. Experiences and outputs from the course can be used to provide guidance and insights into curricular changes, teaching methods, and exposure to civil engineering practice in the Region; and helps in establishing enduring connections with the industrial sector."
"Incorporating Sustainability Principles into the First-Year Engineering Design Curriculum for International Students","Roza Vaez Ghaemi; Victoria Ibrahim; Vladan Prodanovic","Courses focusing on engineering design present an excellent opportunity for the introduction of the concepts of sustainability. The purpose of the proposed work is to enhance students’ understanding of sustainability through a project-based approach. For that purpose we developed a new exploratory project consisting of 3 possible real-world inspired case studies and implemented them in the introductory engineering design course. Results show that nearly all of the participating students generally consider sustainability a key aspect of their education; however, the particularities of student opinions with respect to sustainability outcomes in designs largely vary and seem to depend on the goals and design focus of each program. Our analyses show that the project-based learning course had a moderate to large impact on student competencies including systems thinking, environmental literacy, responsible business and economy, social responsibility, environmental impact measurement, materials choice, design, critical thinking, and communication and teamwork. The particular design project implemented here is an excellent learning tool for first-year engineering students, directing them to include sustainability considerations in their products and systems design. It also creates a space for open discussions about global considerations related to sustainability, together with an opportunity for international students to share their personal experience and previous exposure to sustainability issues."
"An Indigenous Cultural Contextualization of Engineering in First Year at the University of Saskatchewan","Joel Frey; Suzanne Kresta; Lori Bradford; Sean Maw; Stryker Calvez; Darryl Isbister","In Canada, Indigenous Peoples are underrepresented in the engineering profession. In a step towards reconciliation, USask’s Re-Engineered first year program includes a fall-term course that introduces fundamental concepts of an Indigenous Cultural Contextualization of Engineering. The course aims to provide structured discussion about engineers’ responsibilities to the recommendations of the TRC and UNDRIP commitments, the importance of meaningful consultation, and the notable Indigenous traditions of technology and design, while allowing students to learn about Indigenous worldviews and reflect on their own positionality. The course assessments provide opportunities for feedback and adaptation through the competency-based assessment system used in Re-Engineered. The course has now been offered three times since the fall of 2021. The development and refinement of the course and the way in which collected student feedback has been used to guide its general evolution will be discussed with hopes that aspects of the course may be adopted more broadly within the profession."
"Using immersive technology to raise awareness about diversity and inclusion in engineering","Justine Boudreau; Hanan Anis","First- and second-year students at the University of Ottawa take design classes which are implemented as hands-on projects where students work in teams and meet with a client to solve their needs and develop and iterate prototypes. A project involving an EDI training tool to expose implicit biases was run during 3 semesters. The aim of this paper is to understand the impact of the design project on the students’ interpretation of EDI issues and awareness of their own implicit biases. Semi-structured interviews were conducted with participants to determine student engagement, perception, impact of this project. The outcomes have shown that the project had a real impact on students and their perceptions of EDI issues. Participants demonstrated the effect of exposure and increased awareness of EDI issues which gave them the ability to identify some of their own implicit biases through the project."
"Humanitarian Engineering: Politics and Practice - A new interdisciplinary course on the application of engineering skills to humanitarian challenges","Jenny Peterson; Gabriel Potvin","Background and Purpose: Engineers have an important role to play in the tackling of the world’s complex sustainability and social challenges, solutions to which must, by necessity, involve both technical and social components. As engineers require increasing sociotechnical and interdisciplinary fluency, so too do our curricula need to change. Approach: A new course, Humanitarian Engineering: Politics and Practice, was created in which engineering and arts students work in mixed-discipline teams to propose solutions to real-world humanitarian challenges provided by partnering NGOs. The course introduces engineering design, humanitarian theory, and critical political analysis through interdisciplinary lenses. Outcomes: Survey responses suggest that this course provided a unique and rewarding opportunity for students that helped develop their skills in interdisciplinary collaboration, and shaped the way they think about their professional roles. Conclusions: Given the success of this first offering of the course, it will be offered again, alongside a more deliberate study of learning outcomes of this interdisciplinary approach and its scalability."
"Engineers Embracing Leadership: Making the World a Better Place through Data-driven Decision Making","Cindy Rottmann; Andrea Chan; Jessica Li; MacKenzie Campbell; Dimpho Radebe; Emily Moore","Early studies of engineering leadership in North America suggest widespread resistance to leadership among engineering students and professionals. We explore two integrally linked strategies for overcoming this resistance—one conceptual and one empirical. First, we draw on Giroux’s theory of resistance to reframe the assumption that engineers who have questions about leadership are opposing the notion of engineering as a leadership profession. Second, we investigate the notion of leadership affinity by analyzing 617 open-ended survey responses to the following question: “what inspires you about an engineering profession that embraces leadership?” We conclude with a theoretically informed discussion about the potential impact of leadership affinity on engineers’ professional development and social impact.&nbsp;"
"Analysis of a Bridging Program for Incoming First-Year Students to Transition from Secondary Education to Engineering Education","Prarthona Paul; Chirag Variawa","Bridging programs exist in many institutions to address the challenges incoming students experience. This study aims to identify some of the benefits and challenges of one such program at the Faculty of Applied Science and Engineering at the University of Toronto. Developed during the pandemic, this program aims to reduce the step-in height as students transition from secondary to post-secondary. This exploratory research uses a program evaluation framework to analyze this program. Literature review suggests a systems approach is an effective method, as it dissects the program into its fundamental parts and provides insights to the decision-makers of such programs [1]. We gather anecdotes from entities within the program and pair them with the analysis to identify if this program improves the student experience, and to what degree. This study is not an evaluation of the program, but rather a discussion about bridging programs and factors to consider when designing them. Findings from this study inform developers of bridging programs about their effect on the student experience."
"What Makes an Exemplary Engineering Leader? In the Words of Engineers","Jessica J. Li; Cindy Rottmann; Andrea Chan; Dimpho Radebe; MacKenzie Campbell; Emily Moore","Recent research suggests that engineers can be more inclined to identify leadership in the practices of admired colleagues than recognizing themselves as leaders [1-4]. We believe by asking engineers who they view as exemplary engineering leaders, we can sidestep some engineers’ reluctance to adopt leadership as part of their engineering profession to allow us to better understand the qualities of engineers who lead. This work is based on two survey questions that ask engineers 1) to identify exemplary engineering leaders in their lives, and 2) to describe what makes an exemplary engineering leader. While we set out to analyze the 828 open-ended responses through Engineering Leadership Orientations framework [3], our analysis of the responses revealed 3 perspectives engineers take to define exemplary engineering leadership: an individual’s values, attributes and traits, an individual’s skills, abilities, and behaviours, and lastly, an individual’s impact to community, society, or the profession. This works contributes to the developing definition of engineering leadership by providing the perspective of engineering professionals from industry."
"Sustainable Design: A Reflection on Progressive Practices","Warren Stiver","No abstract available."
"AN ONLINE RESOURCE HUB FOR ENGINEERING FACULTY: PROVIDING PRACTICAL INFORMATION AND SUPPORT FOR OUTCOMES-BASED EDUCATION ","A.M. Parker; N.  Dyck; J. P.  Carey","Faculty resistance toward outcomes-based education (OBE) can be sorted into two categories— lack of understanding and lack of resources—and can be addressed by leadership through increased education and communication. With this in mind, the Faculty of Engineering at the University of Alberta has created an online OBE Resource Hub on its faculty intranet, guided by the question, “What kinds of education and communication do faculty require to gain knowledge and acceptance of OBE, and therefore be engaged and motivated in the process?” Artifacts on the ever-growing site include theoretical and practical information in the form of articles, tipsheets, videos, and external links. This article showcases the site, since an initiative of this nature might be of interest to other post-secondary faculties working toward OBE.&nbsp;"
"Survey Results: How Does Lifelong Learning Enable Alumni Careers?","Nikita Dawe; Lisa Romkey; Amy Bilton","This paper presents findings from an engineering alumni survey intended to understand the role of lifelong learning in graduates’ careers. It builds on prior work aiming to clarify how engineering programs should address the important but nebulous CEAB graduate attribute. By contrasting alumni responses to the existing graduate attribute definition, we find opportunities to reconsider and clarify how the lifelong learning attribute is conceptualized.
Survey respondents (n = 279) came from two undergraduate engineering departments at our institution and graduated between 1991 and 2020 (i.e. 1-30 years after graduation). Overall, respondents rated “maintaining competence in the field associated with your undergraduate degree” and “contributing to the advancement of knowledge in the field associated with your undergraduate degree” as less important than factors related to developing competency and advancing knowledge in domains outside of their undergraduate degree fields. Learning from others, learning for the purpose of innovating, and learning to develop empathy and emotional intelligence were additional factors that are not inherent in the CEAB definition of lifelong learning. These findings have implications for accreditation and licensure body intentions as well as the content and pedagogy of undergraduate curriculum."
"TIPSHEETS FOR TEACHING GRADUATE ATTRIBUTES IN AN ONLINE ENVIRONMENT: FACULTY SUPPORT THAT IS ACCESSIBLE, CURRENT, RELEVANT, AND TANGIBLE","Anita M.  Parker; Nicole  Dyck; Jason P.  Carey","Evidence-based teaching strategies (EBTs) are connected to positive outcomes for students.&nbsp; Engineering instructors are tasked with using EBTs to scaffold student mastery of graduate attributes, now amidstan upsurge in online, remote course delivery.&nbsp; The Graduate Attribute Tipsheet Series developed by theFaculty of Engineering at the University of Alberta provides instructors with current, relevant, and tangibleinformation in a succinct format that is mindful of their high workloads and time constraints. The tipsheet less-is more development process was careful and iterative to ensure only the most important, useful points from high quality, credible sources were included. Lessons learned from this initiative can be applied to future resources that support instructors in their use of EBTs in an online learning context and are responsive to the inevitable flux of teaching circumstances in engineering education."
"Design of a Completely New First Year Engineering Program at the University of Saskatchewan","Sean Maw","The rapidly evolving role of the engineering profession in society requires an engineering graduate with a more diverse and robust skill set than ever before. To answer this challenge, the University of Saskatchewan’s College of Engineering has embarked upon a complete redesign of its first year program. This project essentially started from a “blank slate” and posed the question, “If we could design any first year program that we wanted, what would we create?” The outcome of this endeavor is intended to be an extremely effective first year program that excites, engages and inspires students, and that holistically prepares them for the challenges to come in later years. In this paper, we review the broad learning objectives of our new first year, and the values that we applied to our decision making during its design.The overall project consists of three distinct phases: determination of required first year graduate attributes, development of program structure and delivery methods, and detailed course design. Phase I has been completed. It has left us with a detailed inventory of knowledge, skills, experiences, and attitudes, distributed across 23 content categories, that the College wants students to internalize by the end of their first year of study.We will outline the methods that we used to compile and refine this attribute inventory, including multiple approaches aimed at meaningful stakeholder engagement, surveys of existing first year programs across Canada, and an analysis of gaps and redundancies between the Saskatchewan high school curriculum and our existing first year program. We will also describe the 23 content categories used to organize the graduate attributes of the proposed first year program and how these categories are weighted in relative terms.&nbsp;
We share some of our key learnings from Phase I of the project, including which consultation strategies worked most effectively, why we focused on first year graduate attributes and not content, and key elements that will be emphasized in our new program. We will also briefly describe the process by which we are starting to develop the program structure and delivery methods i.e. Phase II."
"THE IMPACT OF STUDENTS’ ACADEMIC LOCUS OF CONTROL AND PERCEPTION OF PROBLEM SOLVING ABILITY ON THEIR PERFORMANCE IN DESIGN PROJECTS","Mohamed Galaleldin","The University of Ottawa has introduced newintroductory engineering design courses that introducesstudents to engineering design through a CollaborativeProject Based Learning (CPBL) environment as it is knownfor enhancing deep learning, motivating students tocultivate interdependence in learning, problem-solving,and creating interest and excitement in learning. Studentswork in teams with a client to solve an engineering problemand develop and iterate prototypes. This paper aims atunderstanding the impact of those two hands-on courses(Engineering Design and Introduction to ProductDevelopment and Management) on engineering students’design skills as well as the factors that impacted thestudents learning. The factors that are considered in thisstudy are students’ prior knowledge or experience ofengineering design, students’ construct locus of control,perception of problem solving ability and team dynamics.A pre-&amp; post-test was administered to students using avalidated design process skill assessment tool to quantifystudents’ progress during the course. Students’ finalprototypes were also assessed by external judges from thecommunity to evaluate the quality of students’ designs."
"Accelerating Awareness: Hidden Equity, Diversity, and Inclusion Learning Outcomes within an Immersive Classroom Activity","Albert Jiang; Jensen Williams; Stephen Mattucci","This work addresses the challenge of meaningfully introducing engineering students to equity, diversity, and inclusion (EDI) principles. Traditionally, tertiary education introduces these concepts through online modules and/or workshops, often ‘down-selling’ them compared to technical courses. This paper proposes a more impactful experiential approach targeting the affective learning domain. In collaboration with the Centre for Student Wellness, instructors designed a lesson integrating EDI principles into an interactive car simulation game. Students form teams and customize their cars based on survey responses, with rewards and penalties reflecting real-world inequalities. For instance, certain car colors or gender characteristics may result in penalties, mirroring observed racism and gender biases in STEM fields. This innovative approach aims to foster critical thinking about the role of personal privilege in decision-making, offering a dynamic learning experience beyond conventional methods."
"ONLINE LEARNING ELEMENT DESIGN – DEVELOPMENT AND APPLICATION EXPERIENCES","Marnie V. Jamieson; John M. Shaw","The Capstone Design Course instructional team was selected to participate in the digital learning initiative at the University of Alberta. The goals of this initiative are to increase student engagement and promote flexible, independent learning. The objectives of the instructional team were to enhance the interactions between instructors and student design teams in the face of increasing enrolment and to align the course strategically with attributes expected for graduating engineers set out by the University of Alberta and elaborated in the Canadian Engineering AccreditationBoard (CEAB) Guidelines. Existing course lecture materials were redeveloped into an asynchronous online format for individual student engagement. Related inclass team-learning activities were prepared andimplemented. This report focuses on the design of online learning elements connected to in class active learning and project applications and our experiences with them over the course of a two-year pilot project. This paper is a follow up to “The University of Alberta Chemical Engineering Capstone Design Course Goes Flipped!”"
"What Makes a Good Assessment? Assessments for Learning","Michael Stachowsky; Andrew J B Milne","We present in this paper a ‘how-to’ frameworkfor designing motivating assessments, based upon thecognitive theories of expectancy-value and of aligned andauthentic objectives. The framework recasts thesecognitive theories into more practical steps of determiningobjectives, setting expectations, and framing theassessment to be well scoped, authentic, and relatable. Inthe Fall 2017 offering of our Introduction to MechanicalEngineering course, two new short design challenges andone long design challenge were piloted after beingdesigned according to the objectives-expectations-framingframework. In each case, the assessments were designed tobe (to varying extents) engaging/authentic (something thatstudents would want to do), and doable/relatable(something the students could do). The term long project(of largest scope, authenticity, and relatability) was foundby student survey to be the most motivating. Of the twosmaller projects, the second, while seemingly moreauthentic and relatable, was found to be less motivating.We understand this to be due to the context of thisassessment coming during a time in the term when studentwere busy with the term design project and other courses."
"Becoming Aware of Engineering Culture: Toward Sculpting a New Way of Acting, Being, and Thinking in the World","Scott A.C. Flemming; Clifton R. Johnston; Sandra MacAulay Thompson","In this paper the problem of “engineering culture” is explored through the lens of Cultural Anthropology. A literature review of papers which have examined engineering culture in various university environments was conducted and preliminary conclusions drawn. Anthropologists define culture as how groups and individuals respond to dominant images. Of the various images in the literature, the image of the engineer as “problem solver” is most helpful in diagnosing the issues with engineering culture – a culture that has been found to lack in promoting self awareness, political awareness, understanding perspectives of others, and hearing marginal voices. A proposed new image of the engineer as a “problem solver and problem definer” helps move engineering educators toward the practice of teaching problem definition in core technical courses so that a new culture can be sculpted; one that encourages political and self awareness, understanding others’ perspectives, and the ability to listen to traditionally marginalized voices."
"CASE STUDY OF ONLINE DISCUSSION BOARD USE IN AN ENGINEERING EDUCATION GRADUATE COURSE","Alexandra  Davidson; Lisa  Romkey; Allison  Van Beek","Due to the increasing prevalence of asynchronous learning platforms, the development and implementation of online discussion boards have become important considerations in the design of post-secondary learning environments. This research is conducted as a case study of the online discussion board use in a small engineering education graduate course, consisting of in-class and online discussion components. By varying the structure of the online discussion board to allow different types of student interaction, the study identifies trends in discussion board use, specifically pertaining to student participation, student collaboration, and the integration between in-class and online discussions. As a result, the study provides insight into the utility and limitations of online discussion boards in post-secondary courses.
&nbsp;"
"EXPLORING DESIGN IDENTITY THROUGH A “REVERSE ENGINEER AND IMPROVE” VALUES ELICITATION ACTIVITY","Jason A. Foster; Patricia Kristine Sheridan","This paper presents a 60-90 minute reverse engineering activity that has been used in a variety of contexts to connect design and leadership education and to demonstrate the need for leadership education in effective design work. This activity elicits participant values by having them identify the key design decisions embodied in familiar artefacts, that have been sourced from multiple suppliers who themselves have distinct and recognizable values. Anecdotal observations and trends between sessions of this activity held in different contexts are discussed, alongside an activity plan so that others can replicate the activity."
"Working with Indigenous Research Methodologies in the EER Context: Challenges and Opportunities","Reed Forrest; Renato Rodrigues Affonso Alves; Jillian Seniuk Cicek","Amid calls for Indigenization in engineering education and beyond, some Engineering Education Research (EER) scholars are focusing on Indigenizing engineering curricula and Indigenous inclusion in engineering spaces. Less discussed within EER contexts are Indigenous research methodologies, which are research methodologies predicated upon Indigenous paradigms that typically emphasize relationality. This paper aims to act as a resource for EER scholars interested in working with Indigenous research methodologies by providing an account of how one Indigenous research study was conducted. Through a critical reflective process, this paper addresses how methodological decisions were made in the context of a study and how those decisions were at once difficult and rewarding. The findings highlight several points in the qualitative research process where there were tensions between Western and Indigenous worldviews in the research process, including the role of the researcher, underlying research paradigms, and how those tensions were addressed."
"Student and alumni perspectives on paths into and out of biomedical engineering","Krishma Singla; Jessica Wolf; Agnes d'Entremont; Negar Harandi","Biomedical engineering (BME) has one of the highest proportion of women students of any discipline in Canada, and at University of British Columbia (UBC). Anecdotal evidence, based on instructors' interactions with senior students, suggests that women and gender-minority students in UBC’s BME program might leave engineering post-graduation, at higher numbers and for careers in health sciences/medicine. Our aim was to examine reasons for choosing BME, changes in career goals degree and post-graduation career paths of alumni. We conducted 21 semi-structured interviews with current/past BME students and identified five themes related to pursuing/continuing in BME: Positive and Negative Family Influences; Safety Net of a BME Degree; Dual Identities as Engineer and Physician; Perceived Need for High Grade Averages as a Barrier; and Social Environment as a Factor in Choosing Disciplines. These themes are interconnected, and a combination of themes is needed to explain why students choose to pursue/continue in BME."
"Exploring Serious Play in the Engineering Classroom to Support the ""Joyification"" of Education and Learning","Tim Maciag","Serious play has the potential to enable creative and advanced learning experiences while incorporating enjoyable/fun learning activities. This can be highly relevant in engineering education, where the gravity and responsibility associated with the profession can be daunting for both students and educators. This study explores the integration of serious play in the software engineering classroom. The exploration aimed to transform classroom dynamics and find more effective ways to connect students with the gravity of the engineering discipline while enhancing student satisfaction and understanding during the learning process and adding fun elements. Two distinct serious play activities were designed and evaluated. The first was inspired by Stanford's D.School's Gift Giving Project and the Lego Serious Play activity, while the second drew inspiration from popular board games like Monopoly and Trivial Pursuit. Both serious play activities were evaluated in early-year undergraduate and graduate software engineering classrooms, where qualitative feedback was gathered to measure student perception toward the joyification of their education and learning. This paper describes the designed serious play activities, discusses student evaluation results, and discusses opportunities for continual improvement."
"Economic, cultural, and science capital: Familial factors shaping access to STEM outreach programs for children and youth","Jessica Tran; Katherine Lyon; Kaylin McLeod; Andrew Jamison; Shouka Farrokh; Jessica Wolf; Arjun Swani; Karen Cheung; Jenna Usprech; Agnes d'Entremont","The populations of engineering students and practicing engineers in Canada do not reflect the larger national or provincial populations in socioeconomic status (SES), gender, race, ethnicity, or Indigeneity. Outreach initiatives, such as STEM (Science, Technology, Engineering, and Mathematics) summer camps inclusive of underrepresented groups, aim to tackle these persistent dynamics of privilege and marginalization. STEM outreach programs continue to grow rapidly in all Canadian provinces and territories and have been shown to increase STEM identity and self-efficacy. However, young people’s likelihood of participating in extracurricular activities is organized by social inequality, particularly socioeconomic status. In collaboration with a STEM outreach program connected to a large Canadian research university, we ask whether family SES is associated with young people’s enrollment in STEM summer camps. Through a survey of campers’ families (n=196), we document household income, parents’ educational and professional backgrounds, home STEM learning environment, and parents’ support for and perceptions of STEM education and careers. Results indicate that many outreach participants come from families with high economic, cultural, and science capital. This research suggests there may be potential for STEM outreach programs to further target groups whose underrepresentation in STEM outreach is connected to SES."
